task_id,branch,route,run_id,sample_event,target_field,wide_field,unit,instrument_class,entry_file,merge_command,source_file_requirement,value_required,provenance_required,notes
LC-0222,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,final,osmolality,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0223,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,final,conductivity,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0224,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,physical_inspection,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0225,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0226,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0227,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0228,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0229,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,conductivity_final_mS_cm,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0230,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,conductivity_initial_mS_cm,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0231,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,exposure_time_h,exposure_time_h,h,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Incubation start/stop log or vendor report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0232,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,initial_volume_ml,initial_volume_ml,mL,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Pipetting worksheet or balance/volume log.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0233,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,pH_final,pH_final,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0234,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,pH_initial,pH_initial,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0235,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0236,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0237,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,osmolality_final_mOsm_kg,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0238,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,osmolality_initial_mOsm_kg,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0239,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,date,date,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0240,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,medium_lot,medium_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0241,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,medium_name,medium_name,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0242,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,membrane_area_cm2,membrane_area_cm2,cm2,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Build drawing, measurement worksheet, or supplier documentation.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0243,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,membrane_lot,membrane_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, CoA, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0244,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,0 h,prefilter_lot,prefilter_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0245,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,conductivity_final_mS_cm,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0246,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,conductivity_initial_mS_cm,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0247,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,exposure_time_h,exposure_time_h,h,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Incubation start/stop log or vendor report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0248,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,initial_volume_ml,initial_volume_ml,mL,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Pipetting worksheet or balance/volume log.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0249,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,pH_final,pH_final,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0250,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,pH_initial,pH_initial,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0251,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0252,ZRC-ND Phase A,inhouse_ready,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0253,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,osmolality_final_mOsm_kg,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0254,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,osmolality_initial_mOsm_kg,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0255,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,date,date,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0256,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,medium_lot,medium_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0257,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,medium_name,medium_name,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0258,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,membrane_area_cm2,membrane_area_cm2,cm2,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Build drawing, measurement worksheet, or supplier documentation.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0259,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,membrane_lot,membrane_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, CoA, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0260,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-baseline_rc_3p5m_guard-R1-24h,24 h,prefilter_lot,prefilter_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0261,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,conductivity_final_mS_cm,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0262,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,conductivity_initial_mS_cm,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0263,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,exposure_time_h,exposure_time_h,h,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Incubation start/stop log or vendor report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0264,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,initial_volume_ml,initial_volume_ml,mL,bench_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Pipetting worksheet or balance/volume log.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0265,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,pH_final,pH_final,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0266,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,pH_initial,pH_initial,pH,calibrated_pH_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0267,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0268,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0269,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,osmolality_final_mOsm_kg,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0270,ZRC-ND Phase A,outsourced_preferred,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,osmolality_initial_mOsm_kg,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/zrc_nd_phase_a_osmolality_outsource_template.csv,python3 scripts/merge_zrc_nd_measurements.py --base data/zrc_nd_validation_runs_active.csv --measurements data/zrc_nd_phase_a_osmolality_outsource_template.csv --out data/zrc_nd_validation_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0271,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,date,date,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0272,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,medium_lot,medium_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0273,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,medium_name,medium_name,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0274,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,membrane_area_cm2,membrane_area_cm2,cm2,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Build drawing, measurement worksheet, or supplier documentation.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0275,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,membrane_lot,membrane_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, CoA, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0276,ZRC-ND Phase A,supplier_or_build_record,ZRCND-A-challenge_zrc_nd_10m_guard-R1-0h,0 h,prefilter_lot,prefilter_lot,,record_review,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Supplier label, build sheet, or chain-of-custody record.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0277,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-24h,24 h,conductivity_final_mS_cm,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
LC-0278,ZRC-ND Phase A,inhouse_ready,ZRCND-A-challenge_zrc_nd_10m_guard-R1-24h,24 h,conductivity_initial_mS_cm,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/zrc_nd_phase_a_local_capture_template.csv,python3 scripts/merge_zrc_nd_measurements.py --measurements data/zrc_nd_phase_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo.",yes,operator_or_agent/date/source_file plus instrument_id if captured outside vendor report,wide_zrc_phase_a_entry
